performanceid,employeeid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating,performance_gap,review_year,rating_category,worklife_balance_category,training_flag,satisfaction_score
PR461,02DA-7A72,2015-01-16,5,3,5,2,0,2,3,3,0,2015,Medium,Poor,1,4.0
PR4610,FBED-F86B,2021-01-25,4,2,2,3,0,2,4,3,-1,2021,Medium,Poor,1,3.0
PR4611,6227-9D9E,2021-01-25,4,3,3,3,1,2,5,4,-1,2021,High,Poor,1,3.5
PR4612,5A0B-7F31,2021-01-27,4,5,3,1,1,4,3,3,0,2021,Medium,Good,1,4.5
PR4613,E4F4-11B9,2021-01-27,5,4,3,1,0,3,4,3,-1,2021,Medium,Average,1,4.5
PR4614,B303-8962,2021-01-27,5,5,2,3,0,4,5,5,0,2021,High,Good,1,5.0
PR4615,B56D-46CE,2021-01-27,4,5,3,3,0,2,3,3,0,2021,Medium,Poor,1,4.5
PR4616,98EE-8547,2021-01-28,5,2,4,3,2,5,5,4,-1,2021,High,,1,3.5
PR4617,041A-31B0,2021-01-28,3,2,5,3,3,4,5,4,-1,2021,High,Good,1,2.5
PR4618,257B-8130,2021-01-28,4,5,5,3,1,5,4,3,-1,2021,Medium,,1,4.5
PR4619,449E-0EB7,2021-01-28,4,2,2,3,0,2,4,3,-1,2021,Medium,Poor,1,3.0
PR462,28EA-A010,2015-01-16,4,3,2,3,0,5,5,4,-1,2015,High,,1,3.5
PR4620,7279-6591,2021-01-29,5,2,2,3,1,5,5,5,0,2021,High,,1,3.5
PR4621,EEFC-DEC7,2021-01-29,4,4,4,3,2,4,3,3,0,2021,Medium,Good,1,4.0
PR4622,2E7B-43F0,2021-01-29,5,3,2,3,1,5,4,4,0,2021,Medium,,1,4.0
PR4623,4F22-FF67,2021-01-29,4,3,3,1,0,3,4,4,0,2021,Medium,Average,1,3.5
PR4624,1180-BEC9,2021-01-30,3,3,2,2,1,2,3,3,0,2021,Medium,Poor,1,3.0
PR4625,B50B-5A18,2021-01-31,3,3,5,1,1,2,3,2,-1,2021,Medium,Poor,1,3.0
PR4626,E099-3FCC,2021-01-31,4,2,4,3,1,5,3,3,0,2021,Medium,,1,3.0
PR4627,0B19-EFB2,2021-01-31,5,4,5,2,3,4,3,2,-1,2021,Medium,Good,1,4.5
PR4628,8CF6-3079,2021-02-01,4,3,2,1,0,3,4,3,-1,2021,Medium,Average,1,3.5
PR4629,D7EE-56FC,2021-02-01,5,3,3,2,1,4,3,2,-1,2021,Medium,Good,1,4.0
PR463,CBB3-0D7E,2015-01-16,3,5,4,1,1,4,4,3,-1,2015,Medium,Good,1,4.0
PR4630,1F12-DDDA,2021-02-01,3,4,4,1,0,4,3,3,0,2021,Medium,Good,1,3.5
PR4631,9658-7750,2021-02-01,4,5,5,3,2,3,5,4,-1,2021,High,Average,1,4.5
PR4632,B0C3-E578,2021-02-01,4,2,5,1,0,2,4,3,-1,2021,Medium,Poor,1,3.0
PR4633,5F06-D3F6,2021-02-01,4,4,3,2,2,4,3,3,0,2021,Medium,Good,1,4.0
PR4634,62A3-DEA7,2021-02-02,3,4,1,1,2,1,3,2,-1,2021,Medium,Poor,1,3.5
PR4635,586E-5C14,2021-02-02,1,3,2,1,2,3,4,4,0,2021,Medium,Average,1,2.0
PR4636,A885-BF42,2021-02-02,3,2,2,1,1,4,5,4,-1,2021,High,Good,1,2.5
PR4637,EF95-30A5,2021-02-02,3,3,4,3,1,1,4,4,0,2021,Medium,Poor,1,3.0
PR4638,8EE9-E86D,2021-02-03,3,2,1,1,2,3,4,3,-1,2021,Medium,Average,1,2.5
PR4639,F3CD-9B5B,2021-02-03,2,4,4,1,1,3,3,2,-1,2021,Medium,Average,1,3.0
PR464,C330-DAF4,2015-01-16,4,5,3,2,0,2,4,4,0,2015,Medium,Poor,1,4.5
PR4640,AD0D-E79F,2021-02-03,4,5,5,3,1,3,3,2,-1,2021,Medium,Average,1,4.5
PR4641,D8B3-30D2,2021-02-03,5,5,4,1,0,2,5,5,0,2021,High,Poor,1,5.0
PR4642,B975-943A,2021-02-03,3,4,2,2,2,5,3,3,0,2021,Medium,,1,3.5
PR4643,C250-AF15,2021-02-03,5,4,3,1,1,3,4,3,-1,2021,Medium,Average,1,4.5
PR4644,B122-D3D2,2021-02-03,5,4,3,1,2,2,4,4,0,2021,Medium,Poor,1,4.5
PR4645,45A4-C1D0,2021-02-03,3,2,2,3,1,4,3,2,-1,2021,Medium,Good,1,2.5
PR4646,DB6B-88DA,2021-02-03,5,3,2,3,0,5,5,4,-1,2021,High,,1,4.0
PR4647,151D-1FF2,2021-02-04,5,3,4,1,0,2,4,4,0,2021,Medium,Poor,1,4.0
PR4648,5476-CA0D,2021-02-04,5,2,2,1,3,2,3,2,-1,2021,Medium,Poor,1,3.5
PR4649,D696-9D82,2021-02-04,5,2,5,2,0,5,4,3,-1,2021,Medium,,1,3.5
PR465,B48C-47D0,2015-01-17,4,2,2,3,3,4,3,2,-1,2015,Medium,Good,1,3.0
PR4650,1453-D3D8,2021-02-05,5,3,4,2,3,4,3,3,0,2021,Medium,Good,1,4.0
PR4651,F80F-29CB,2021-02-05,3,4,4,1,1,5,4,4,0,2021,Medium,,1,3.5
PR4652,3DCC-7FA4,2021-02-06,5,5,2,1,1,2,3,2,-1,2021,Medium,Poor,1,5.0
PR4653,C96F-0F3B,2021-02-07,4,2,5,3,1,2,5,5,0,2021,High,Poor,1,3.0
PR4654,EE39-C8F2,2021-02-07,5,2,3,3,0,5,3,3,0,2021,Medium,,1,3.5
PR4655,DF63-0D3C,2021-02-07,5,4,3,1,2,2,4,4,0,2021,Medium,Poor,1,4.5
PR4656,B995-E5CE,2021-02-07,4,3,4,3,0,4,3,3,0,2021,Medium,Good,1,3.5
PR4657,9DFE-1FD5,2021-02-08,5,3,4,2,1,2,5,4,-1,2021,High,Poor,1,4.0
PR4658,0D1B-DEC2,2021-02-09,4,5,4,1,1,4,5,5,0,2021,High,Good,1,4.5
PR4659,B407-ABCA,2021-02-09,5,5,4,3,3,5,5,4,-1,2021,High,,1,5.0
PR466,6DEB-F440,2015-01-17,3,4,5,1,2,3,5,4,-1,2015,High,Average,1,3.5
PR4660,5818-560C,2021-02-09,4,4,3,1,0,2,3,3,0,2021,Medium,Poor,1,4.0
PR4661,DB6C-3B2F,2021-02-10,5,5,5,1,2,5,5,5,0,2021,High,,1,5.0
PR4662,8ED3-4377,2021-02-10,4,5,4,2,0,2,4,4,0,2021,Medium,Poor,1,4.5
PR4663,279C-7342,2021-02-11,3,2,4,3,1,4,4,4,0,2021,Medium,Good,1,2.5
PR4664,83FD-F920,2021-02-11,5,2,2,3,1,4,5,5,0,2021,High,Good,1,3.5
PR4665,B2D6-A355,2021-02-11,5,2,3,3,1,5,3,3,0,2021,Medium,,1,3.5
PR4666,7D2D-3831,2021-02-11,4,3,2,1,0,3,3,2,-1,2021,Medium,Average,1,3.5
PR4667,626A-9377,2021-02-12,3,2,5,2,2,3,3,2,-1,2021,Medium,Average,1,2.5
PR4668,0CF8-1EBD,2021-02-12,3,3,3,1,2,4,5,4,-1,2021,High,Good,1,3.0
PR4669,388D-DB68,2021-02-12,3,4,4,3,1,2,4,3,-1,2021,Medium,Poor,1,3.5
PR467,32AE-C02F,2015-01-18,5,2,5,1,2,2,4,3,-1,2015,Medium,Poor,1,3.5
PR4670,6828-1F30,2021-02-12,4,5,5,1,1,2,5,5,0,2021,High,Poor,1,4.5
PR4671,AE73-B863,2021-02-12,5,2,2,3,1,2,3,2,-1,2021,Medium,Poor,1,3.5
PR4672,0DBC-596E,2021-02-13,4,4,5,1,3,2,5,4,-1,2021,High,Poor,1,4.0
PR4673,55B1-3712,2021-02-13,4,4,5,1,3,3,5,5,0,2021,High,Average,1,4.0
PR4674,5A04-0EB4,2021-02-14,5,4,3,3,0,3,5,5,0,2021,High,Average,1,4.5
PR4675,97F4-0B14,2021-02-14,3,2,5,1,3,2,4,4,0,2021,Medium,Poor,1,2.5
PR4676,F1B6-31B7,2021-02-14,4,2,3,1,0,2,4,4,0,2021,Medium,Poor,1,3.0
PR4677,C8FA-B6FE,2021-02-14,3,2,2,2,0,5,4,3,-1,2021,Medium,,1,2.5
PR4678,3261-373A,2021-02-15,5,4,5,1,0,5,3,2,-1,2021,Medium,,1,4.5
PR4679,5021-95FC,2021-02-16,3,5,3,2,1,3,3,2,-1,2021,Medium,Average,1,4.0
PR468,8A6B-AD5C,2015-01-18,4,2,3,2,0,4,3,2,-1,2015,Medium,Good,1,3.0
PR4680,B97B-73D7,2021-02-16,3,2,2,2,1,4,5,4,-1,2021,High,Good,1,2.5
PR4681,D351-C7E4,2021-02-16,4,4,4,1,2,2,5,4,-1,2021,High,Poor,1,4.0
PR4682,EEA0-C109,2021-02-16,5,2,2,2,0,4,5,5,0,2021,High,Good,1,3.5
PR4683,3C7D-86ED,2021-02-17,3,3,3,1,2,3,5,4,-1,2021,High,Average,1,3.0
PR4684,2219-56CA,2021-02-19,5,3,4,1,3,3,5,4,-1,2021,High,Average,1,4.0
PR4685,8FB2-4CE0,2021-02-19,5,4,5,2,1,5,4,4,0,2021,Medium,,1,4.5
PR4686,B437-FCF8,2021-02-19,4,4,2,2,1,5,3,3,0,2021,Medium,,1,4.0
PR4687,5237-1B85,2021-02-20,4,4,2,3,3,5,5,5,0,2021,High,,1,4.0
PR4688,F968-671C,2021-02-20,3,5,5,2,0,3,5,4,-1,2021,High,Average,1,4.0
PR4689,F997-FE6C,2021-02-20,3,4,3,3,1,2,5,5,0,2021,High,Poor,1,3.5
PR469,8D34-EBDF,2015-01-18,5,2,3,1,0,5,4,3,-1,2015,Medium,,1,3.5
PR4690,CED0-8D31,2021-02-20,5,5,5,1,2,3,5,5,0,2021,High,Average,1,5.0
PR4691,5B08-EF96,2021-02-21,5,4,5,2,0,4,3,2,-1,2021,Medium,Good,1,4.5
PR4692,E348-E12B,2021-02-21,3,4,4,3,0,3,4,3,-1,2021,Medium,Average,1,3.5
PR4693,8ACE-C5CE,2021-02-21,4,4,5,1,0,3,4,3,-1,2021,Medium,Average,1,4.0
PR4694,C6A8-4E8A,2021-02-21,5,2,4,3,1,5,3,3,0,2021,Medium,,1,3.5
PR4695,63DA-AA21,2021-02-22,4,5,4,1,0,3,5,4,-1,2021,High,Average,1,4.5
PR4696,7DA1-A202,2021-02-22,3,3,2,2,1,3,3,2,-1,2021,Medium,Average,1,3.0
PR4697,2E25-987F,2021-02-22,3,4,2,2,1,3,5,5,0,2021,High,Average,1,3.5
PR4698,200B-1979,2021-02-23,5,2,3,1,2,4,3,2,-1,2021,Medium,Good,1,3.5
PR4699,C016-FA12,2021-02-24,5,2,2,3,0,3,3,2,-1,2021,Medium,Average,1,3.5
PR47,279C-7342,2013-02-13,4,5,2,1,0,3,5,5,0,2013,High,Average,1,4.5
PR470,8BAB-B4A6,2015-01-18,3,3,2,2,2,3,4,3,-1,2015,Medium,Average,1,3.0
PR4700,7816-BF57,2021-02-24,4,1,3,3,2,2,3,2,-1,2021,Medium,Poor,1,2.5
PR4701,D6D2-184B,2021-02-24,3,1,4,3,1,2,4,4,0,2021,Medium,Poor,1,2.0
PR4702,DB54-E47D,2021-02-24,4,4,3,2,1,1,4,3,-1,2021,Medium,Poor,1,4.0
PR4703,3560-C117,2021-02-25,2,1,4,3,3,1,3,3,0,2021,Medium,Poor,1,1.5
PR4704,1914-B934,2021-02-25,4,2,3,3,1,4,3,2,-1,2021,Medium,Good,1,3.0
PR4705,596B-33F4,2021-02-26,1,2,1,3,1,3,4,3,-1,2021,Medium,Average,1,1.5
PR4706,E7A6-33A3,2021-02-26,5,3,3,2,3,4,3,3,0,2021,Medium,Good,1,4.0
PR4707,0CFA-28A3,2021-02-26,5,3,4,1,0,5,4,4,0,2021,Medium,,1,4.0
PR4708,00D4-DD53,2021-02-27,5,4,5,3,0,2,4,4,0,2021,Medium,Poor,1,4.5
PR4709,7749-B277,2021-02-27,3,2,2,1,1,3,3,3,0,2021,Medium,Average,1,2.5
PR471,6FE1-C8A8,2015-01-19,5,5,4,1,3,4,5,5,0,2015,High,Good,1,5.0
PR4710,7823-0217,2021-02-27,4,2,4,1,0,4,4,4,0,2021,Medium,Good,1,3.0
PR4711,6E7B-D50D,2021-02-27,5,3,5,2,0,5,5,4,-1,2021,High,,1,4.0
PR4712,82B4-8569,2021-02-27,3,5,2,2,0,2,5,5,0,2021,High,Poor,1,4.0
PR4713,17AD-99F5,2021-02-28,4,2,2,1,0,2,5,4,-1,2021,High,Poor,1,3.0
PR4714,CC8A-0B1F,2021-02-28,3,3,4,3,1,2,3,2,-1,2021,Medium,Poor,1,3.0
PR4715,DE22-FB63,2021-02-28,3,4,4,1,1,3,4,3,-1,2021,Medium,Average,1,3.5
PR4716,A366-C17A,2021-02-28,4,4,3,2,0,5,4,4,0,2021,Medium,,1,4.0
PR4717,6EDB-94B7,2021-02-28,4,2,3,3,0,5,4,4,0,2021,Medium,,1,3.0
PR4718,93B1-6510,2021-02-28,1,1,4,1,2,1,4,4,0,2021,Medium,Poor,1,1.0
PR4719,EACC-D1F6,2021-03-01,2,3,4,2,0,4,4,4,0,2021,Medium,Good,1,2.5
PR472,EB8F-204D,2015-01-19,4,2,5,1,1,5,5,5,0,2015,High,,1,3.0
PR4720,21B3-8491,2021-03-01,4,3,3,1,0,4,4,3,-1,2021,Medium,Good,1,3.5
PR4721,ABB5-0B95,2021-03-01,4,2,1,1,0,1,3,3,0,2021,Medium,Poor,1,3.0
PR4722,C57E-6E4F,2021-03-02,3,3,2,3,1,3,4,3,-1,2021,Medium,Average,1,3.0
PR4723,CC2F-670E,2021-03-02,1,2,3,3,1,3,4,4,0,2021,Medium,Average,1,1.5
PR4724,FD0B-7B0A,2021-03-02,3,2,2,1,1,4,4,3,-1,2021,Medium,Good,1,2.5
PR4725,0322-D46B,2021-03-02,4,2,3,1,1,3,3,2,-1,2021,Medium,Average,1,3.0
PR4726,03D3-AA88,2021-03-02,4,4,5,3,0,2,5,4,-1,2021,High,Poor,1,4.0
PR4727,6819-65F3,2021-03-02,5,3,3,3,2,5,4,4,0,2021,Medium,,1,4.0
PR4728,06B9-B79D,2021-03-03,4,5,4,3,1,4,3,2,-1,2021,Medium,Good,1,4.5
PR4729,5AA7-C7BA,2021-03-03,4,4,5,2,1,2,5,5,0,2021,High,Poor,1,4.0
PR473,606E-A262,2015-01-20,5,5,3,1,1,3,3,2,-1,2015,Medium,Average,1,5.0
PR4730,70CB-4A9B,2021-03-03,3,5,5,1,2,4,3,3,0,2021,Medium,Good,1,4.0
PR4731,1054-9C3B,2021-03-04,4,4,2,3,2,4,4,4,0,2021,Medium,Good,1,4.0
PR4732,155B-42BE,2021-03-04,5,4,5,1,2,4,4,3,-1,2021,Medium,Good,1,4.5
PR4733,5222-EBE1,2021-03-04,5,3,3,3,1,4,3,2,-1,2021,Medium,Good,1,4.0
PR4734,B1EC-849B,2021-03-04,5,4,3,1,0,4,5,4,-1,2021,High,Good,1,4.5
PR4735,468A-E249,2021-03-04,4,5,2,2,1,4,3,3,0,2021,Medium,Good,1,4.5
PR4736,36E1-3DDF,2021-03-04,3,3,4,1,2,5,5,4,-1,2021,High,,1,3.0
PR4737,8567-5B27,2021-03-05,5,5,5,3,1,5,3,2,-1,2021,Medium,,1,5.0
PR4738,D970-9F5E,2021-03-05,4,2,2,2,0,3,4,3,-1,2021,Medium,Average,1,3.0
PR4739,EAB1-2EB2,2021-03-05,5,2,2,1,0,5,5,4,-1,2021,High,,1,3.5
PR474,D4D5-27FB,2015-01-23,3,5,4,2,0,5,4,4,0,2015,Medium,,1,4.0
PR4740,ACD5-5FA2,2021-03-05,5,5,3,2,2,3,4,4,0,2021,Medium,Average,1,5.0
PR4741,E7F5-0AD1,2021-03-05,5,3,3,3,0,2,5,5,0,2021,High,Poor,1,4.0
PR4742,ABC2-0036,2021-03-05,3,1,4,3,2,2,3,2,-1,2021,Medium,Poor,1,2.0
PR4743,7EE7-2C43,2021-03-06,3,1,2,2,1,2,3,2,-1,2021,Medium,Poor,1,2.0
PR4744,D954-6402,2021-03-06,3,4,2,1,3,1,5,5,0,2021,High,Poor,1,3.5
PR4745,73CF-4956,2021-03-06,1,3,4,2,1,3,5,5,0,2021,High,Average,1,2.0
PR4746,E3B6-49F8,2021-03-06,1,2,4,1,2,4,5,5,0,2021,High,Good,1,1.5
PR4747,5F5B-83B1,2021-03-06,2,4,4,3,2,2,3,3,0,2021,Medium,Poor,1,3.0
PR4748,54D0-5A71,2021-03-06,3,2,5,2,1,2,4,3,-1,2021,Medium,Poor,1,2.5
PR4749,D86B-2E5E,2021-03-07,3,4,3,2,1,5,3,2,-1,2021,Medium,,1,3.5
PR475,9C71-61AE,2015-01-23,3,3,4,3,0,2,3,3,0,2015,Medium,Poor,1,3.0
PR4750,4B6E-3C21,2021-03-08,4,2,5,1,0,5,3,2,-1,2021,Medium,,1,3.0
PR4751,40A9-8EB0,2021-03-08,5,3,3,3,1,5,5,5,0,2021,High,,1,4.0
PR4752,0C23-26DD,2021-03-08,5,2,2,2,0,4,5,4,-1,2021,High,Good,1,3.5
PR4753,1BCC-100B,2021-03-08,3,4,3,1,1,2,3,3,0,2021,Medium,Poor,1,3.5
PR4754,B005-602F,2021-03-09,3,4,4,2,0,5,4,4,0,2021,Medium,,1,3.5
PR4755,F72B-49FF,2021-03-09,4,5,4,3,2,5,4,3,-1,2021,Medium,,1,4.5
PR4756,A161-29FC,2021-03-09,4,3,3,2,0,5,3,2,-1,2021,Medium,,1,3.5
PR4757,4A0E-9958,2021-03-10,5,2,5,1,1,5,4,4,0,2021,Medium,,1,3.5
PR4758,CFE3-312D,2021-03-10,4,5,5,1,1,2,5,5,0,2021,High,Poor,1,4.5
PR4759,34FB-D8F3,2021-03-10,4,5,4,1,1,4,4,4,0,2021,Medium,Good,1,4.5
PR476,8AAD-FAFB,2015-01-24,3,5,3,1,1,2,4,4,0,2015,Medium,Poor,1,4.0
PR4760,68FB-06A7,2021-03-12,3,4,5,1,1,3,5,5,0,2021,High,Average,1,3.5
PR4761,56A5-271B,2021-03-12,3,2,4,3,2,2,4,3,-1,2021,Medium,Poor,1,2.5
PR4762,B3FE-D332,2021-03-12,3,3,5,2,1,5,5,4,-1,2021,High,,1,3.0
PR4763,4F28-CFAF,2021-03-13,3,4,5,1,1,5,3,3,0,2021,Medium,,1,3.5
PR4764,7C80-94E0,2021-03-13,3,4,5,3,2,4,5,4,-1,2021,High,Good,1,3.5
PR4765,8233-2483,2021-03-13,5,2,3,2,1,4,4,3,-1,2021,Medium,Good,1,3.5
PR4766,5F4E-EE5A,2021-03-13,4,5,4,3,1,3,5,5,0,2021,High,Average,1,4.5
PR4767,3C31-30CB,2021-03-13,5,4,5,2,1,4,4,3,-1,2021,Medium,Good,1,4.5
PR4768,A7BB-F5A7,2021-03-14,4,4,5,1,1,5,4,4,0,2021,Medium,,1,4.0
PR4769,D383-714B,2021-03-14,5,5,2,1,1,3,4,4,0,2021,Medium,Average,1,5.0
PR477,20BA-5868,2015-01-24,4,3,5,2,0,5,4,4,0,2015,Medium,,1,3.5
PR4770,4500-37EB,2021-03-15,4,4,4,2,1,5,4,3,-1,2021,Medium,,1,4.0
PR4771,528C-3E0D,2021-03-15,3,3,3,1,1,3,4,4,0,2021,Medium,Average,1,3.0
PR4772,D077-169C,2021-03-16,3,4,3,1,1,5,5,4,-1,2021,High,,1,3.5
PR4773,B44E-8AEE,2021-03-16,5,2,4,3,0,4,4,4,0,2021,Medium,Good,1,3.5
PR4774,5381-86E4,2021-03-16,3,2,2,2,3,3,4,3,-1,2021,Medium,Average,1,2.5
PR4775,BC5E-3B7B,2021-03-16,5,3,2,1,2,3,5,4,-1,2021,High,Average,1,4.0
PR4776,9727-BC84,2021-03-17,4,3,5,1,1,3,5,5,0,2021,High,Average,1,3.5
PR4777,DA8E-9496,2021-03-17,5,4,2,1,0,5,4,3,-1,2021,Medium,,1,4.5
PR4778,DEC5-9319,2021-03-17,5,5,2,3,2,3,3,2,-1,2021,Medium,Average,1,5.0
PR4779,88B8-EB84,2021-03-18,3,4,4,2,0,5,3,2,-1,2021,Medium,,1,3.5
PR478,45D7-5C8A,2015-01-25,4,3,5,3,1,4,4,4,0,2015,Medium,Good,1,3.5
PR4780,9C57-828C,2021-03-18,4,3,5,2,1,2,3,3,0,2021,Medium,Poor,1,3.5
PR4781,7961-A93B,2021-03-18,3,4,3,1,1,5,5,5,0,2021,High,,1,3.5
PR4782,284C-8CB0,2021-03-19,5,3,3,3,2,3,5,5,0,2021,High,Average,1,4.0
PR4783,59F5-F57D,2021-03-20,3,3,3,3,1,4,5,5,0,2021,High,Good,1,3.0
PR4784,25F5-0EAF,2021-03-20,2,3,2,2,0,2,5,4,-1,2021,High,Poor,1,2.5
PR4785,40CC-6231,2021-03-20,3,1,2,1,2,1,3,3,0,2021,Medium,Poor,1,2.0
PR4786,8F38-A4DD,2021-03-20,1,1,1,2,0,3,3,2,-1,2021,Medium,Average,1,1.0
PR4787,E1B4-9AA1,2021-03-21,3,3,4,3,1,1,3,2,-1,2021,Medium,Poor,1,3.0
PR4788,CCE7-36ED,2021-03-21,4,3,2,3,1,1,4,4,0,2021,Medium,Poor,1,3.5
PR4789,E399-E4F6,2021-03-21,5,4,4,3,0,2,3,3,0,2021,Medium,Poor,1,4.5
PR479,B4E1-4A3E,2015-01-26,5,5,2,1,0,3,4,3,-1,2015,Medium,Average,1,5.0
PR4790,3CD6-5587,2021-03-22,5,4,3,3,1,3,4,4,0,2021,Medium,Average,1,4.5
PR4791,BAFA-86DF,2021-03-22,4,4,4,3,0,5,5,4,-1,2021,High,,1,4.0
PR4792,C6D7-A568,2021-03-22,4,5,2,2,1,3,4,4,0,2021,Medium,Average,1,4.5
PR4793,4862-E40F,2021-03-22,4,2,3,3,1,3,4,3,-1,2021,Medium,Average,1,3.0
PR4794,5160-53BD,2021-03-23,4,2,3,3,1,4,4,3,-1,2021,Medium,Good,1,3.0
PR4795,81FF-8D6C,2021-03-23,2,3,2,3,2,2,5,4,-1,2021,High,Poor,1,2.5
PR4796,0846-2064,2021-03-23,3,1,1,1,1,2,4,4,0,2021,Medium,Poor,1,2.0
PR4797,78C8-02B8,2021-03-23,2,1,1,3,1,4,4,4,0,2021,Medium,Good,1,1.5
PR4798,84E7-02D4,2021-03-24,4,1,3,2,0,2,5,5,0,2021,High,Poor,1,2.5
PR4799,6010-A052,2021-03-24,4,2,3,3,0,3,4,3,-1,2021,Medium,Average,1,3.0
PR48,83FD-F920,2013-02-13,4,3,4,1,0,4,3,2,-1,2013,Medium,Good,1,3.5
PR480,6125-FEC8,2015-01-27,4,2,4,3,1,5,4,3,-1,2015,Medium,,1,3.0
PR4800,5634-9D10,2021-03-24,3,4,4,2,2,2,4,3,-1,2021,Medium,Poor,1,3.5
PR4801,E6F7-EF68,2021-03-24,4,3,5,2,1,5,5,5,0,2021,High,,1,3.5
PR4802,5F2E-A68B,2021-03-25,4,5,3,1,2,4,4,3,-1,2021,Medium,Good,1,4.5
PR4803,E442-1FEE,2021-03-25,4,3,2,1,3,5,5,5,0,2021,High,,1,3.5
PR4804,4FAC-96CB,2021-03-25,4,3,1,1,2,2,4,4,0,2021,Medium,Poor,1,3.5
PR4805,4FBA-4591,2021-03-25,2,1,4,1,1,4,4,3,-1,2021,Medium,Good,1,1.5
PR4806,6176-3BEE,2021-03-26,2,4,2,3,1,2,4,4,0,2021,Medium,Poor,1,3.0
PR4807,47A0-559B,2021-03-26,1,1,2,1,1,2,3,3,0,2021,Medium,Poor,1,1.0
PR4808,A954-6310,2021-03-26,2,2,2,2,1,3,4,4,0,2021,Medium,Average,1,2.0
PR4809,C525-8BB9,2021-03-26,4,3,2,2,0,5,4,3,-1,2021,Medium,,1,3.5
PR481,5A0B-7F31,2015-01-29,4,2,4,3,0,4,4,4,0,2015,Medium,Good,1,3.0
PR4810,9AAB-DCD0,2021-03-27,5,3,4,2,0,4,5,5,0,2021,High,Good,1,4.0
PR4811,9412-7AA6,2021-03-27,3,5,2,1,1,3,3,3,0,2021,Medium,Average,1,4.0
PR4812,184D-06FF,2021-03-27,5,2,2,1,0,4,4,4,0,2021,Medium,Good,1,3.5
PR4813,00E4-3D60,2021-03-28,5,3,3,3,0,3,4,3,-1,2021,Medium,Average,1,4.0
PR4814,DD1E-583D,2021-03-28,5,3,2,1,1,2,5,5,0,2021,High,Poor,1,4.0
PR4815,03C5-51AD,2021-03-29,5,5,5,3,1,4,3,3,0,2021,Medium,Good,1,5.0
PR4816,8BCA-723F,2021-03-29,5,2,5,1,0,2,5,5,0,2021,High,Poor,1,3.5
PR4817,BFAF-1ED1,2021-03-29,5,2,3,2,1,3,4,4,0,2021,Medium,Average,1,3.5
PR4818,8FD9-AA59,2021-03-30,5,2,5,3,1,2,4,3,-1,2021,Medium,Poor,1,3.5
PR4819,86E2-73D1,2021-03-30,3,1,2,2,0,3,5,5,0,2021,High,Average,1,2.0
PR482,E4F4-11B9,2015-01-29,5,2,4,3,1,2,5,4,-1,2015,High,Poor,1,3.5
PR4820,C520-6F2B,2021-03-30,2,1,2,1,1,1,3,3,0,2021,Medium,Poor,1,1.5
PR4821,A53B-DF3C,2021-03-30,1,1,3,2,0,2,3,2,-1,2021,Medium,Poor,1,1.0
PR4822,D933-AAC4,2021-03-30,1,3,3,3,1,4,5,5,0,2021,High,Good,1,2.0
PR4823,A105-470B,2021-03-31,4,1,2,2,2,4,4,4,0,2021,Medium,Good,1,2.5
PR4824,0210-E0D8,2021-04-01,3,3,5,3,2,4,4,4,0,2021,Medium,Good,1,3.0
PR4825,07B2-D67A,2021-04-01,3,3,4,1,1,2,5,5,0,2021,High,Poor,1,3.0
PR4826,819A-2C9C,2021-04-01,4,4,3,1,0,2,4,4,0,2021,Medium,Poor,1,4.0
PR4827,2D85-ABDD,2021-04-01,3,5,5,2,1,2,4,4,0,2021,Medium,Poor,1,4.0
PR4828,B6EC-313E,2021-04-02,5,4,3,3,0,4,5,4,-1,2021,High,Good,1,4.5
PR4829,05F0-6F7B,2021-04-02,3,3,4,2,1,3,3,3,0,2021,Medium,Average,1,3.0
PR483,98EE-8547,2015-01-30,5,2,2,3,2,2,4,3,-1,2015,Medium,Poor,1,3.5
PR4830,1424-0B0C,2021-04-02,3,2,4,1,3,2,5,4,-1,2021,High,Poor,1,2.5
PR4831,6653-BD41,2021-04-03,1,4,4,2,1,4,3,3,0,2021,Medium,Good,1,2.5
PR4832,B49A-7D79,2021-04-03,4,3,1,3,2,4,4,4,0,2021,Medium,Good,1,3.5
PR4833,20CA-404E,2021-04-03,2,1,2,3,0,4,5,4,-1,2021,High,Good,1,1.5
PR4834,0D8F-C0F3,2021-04-04,5,2,2,1,0,2,3,2,-1,2021,Medium,Poor,1,3.5
PR4835,1799-5B3F,2021-04-04,3,2,5,3,0,3,5,5,0,2021,High,Average,1,2.5
PR4836,3B11-DF28,2021-04-04,3,4,5,2,1,4,5,4,-1,2021,High,Good,1,3.5
PR4837,C95C-CE06,2021-04-04,4,5,4,1,0,2,3,3,0,2021,Medium,Poor,1,4.5
PR4838,076F-8AA3,2021-04-05,4,3,5,3,1,5,3,2,-1,2021,Medium,,1,3.5
PR4839,EDF2-2659,2021-04-05,4,2,3,1,0,3,4,4,0,2021,Medium,Average,1,3.0
PR484,041A-31B0,2015-01-30,5,5,3,3,0,5,3,3,0,2015,Medium,,1,5.0
PR4840,676C-C884,2021-04-05,4,5,3,3,2,3,5,4,-1,2021,High,Average,1,4.5
PR4841,95D7-1CE9,2021-04-07,4,4,3,3,2,4,4,3,-1,2021,Medium,Good,1,4.0
